id,store_code,store_name,store_status,owner_code,owner_name,owner_level,third_party_code,province,city,district,address,phone,contact_person,warehouse,balance,created_at,channel,customer_type,salesman,salesman_code,salesman_phone,backup_phone,unload_fee,specified_location_fee,delivery_to_store,delivery_to_locker,transfer_delivery,delivery_time_slot,customer_tags,import_time
338,KH2023092700019,制茶青年-保定方官店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,高碑店市,方官镇市场街制茶青年,15133213379,李浩,廊坊仓,0.00,2023-09-27 10:56:00,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.123215
339,KH2023092500057,制茶青年北魏小学店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,北魏镇小学,15100725253,刘亚飞,廊坊仓,0.00,2023-09-25 12:51:27,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.123438
340,KH2023091900085,制茶青年-任丘思贤店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,西环路办事处思贤村思贤中学东50米制茶青年,15532885760,檀鹏亮,廊坊仓,0.00,2023-09-19 16:10:59,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.123651
341,KH2023091100146,制茶青年返厂,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,安次区,东环路55号,15517176488,王懂,廊坊仓,0.00,2023-09-11 20:13:54,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.123894
342,KH2023090900004,制茶青年永清裕华街店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,永清县,裕华街151号制茶青年,19331652521,罗云路,廊坊仓,0.00,2023-09-09 09:05:30,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.124127
343,KH2023090400115,制茶青年-永清大辛阁店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,永清县,三圣口乡卫生院对面,18230060099,刘莹焕,廊坊仓,0.00,2023-09-04 09:13:09,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.124363
344,KH2023083100274,新郑市龙湖镇,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河南省,郑州市,新郑市,龙湖镇侯庄村东方印花厂旁边,15517176488,王懂,廊坊仓,0.00,2023-08-31 12:52:40,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.124892
345,KH2023082200371,制茶青年龙虎庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,永清县,永清县东龙虎庄乡制茶青年,18732678576,德成成,廊坊仓,0.00,2023-08-22 17:53:53,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.125126
346,KH2023081300112,制茶青年刘街乡店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,永清县,刘街乡刘街村幸福路32号制茶青年,18733637257,杨孟亭,廊坊仓,0.00,2023-08-13 09:08:11,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.125359
347,KH2023080900239,制茶青年苟各庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,沧州市,任丘市,苟各庄镇二街制茶青年,13730367151,李雅飞,天津仓,0.00,2023-08-09 15:51:04,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.125593
348,KH2023080700231,制茶青年河北广安店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,广安镇大广安村,18508243456,池浩东,廊坊仓,0.00,2023-08-07 14:30:30,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.125840
349,KH2023080200302,制茶青年琉庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,大柳河镇琉庄村与花有约鲜花店旁制茶青年,15803262260,金艳,廊坊仓,0.00,2023-08-02 17:03:55,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.126073
350,KH2023080200189,制茶青年保定新城店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,高碑店市,新城镇北关村制茶青年,18612166130,李波,廊坊仓,0.00,2023-08-02 12:43:05,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.126306
351,KH2023080200188,制茶青年保定辛立庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,高碑店市,辛立庄镇制茶青年,18210200286,马永明,廊坊仓,0.00,2023-08-02 12:43:05,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.126539
352,KH2023080200187,制茶青年保定昝岗店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,雄县,昝岗镇华莱士旁边制茶青年,13283266695,王文文,廊坊仓,0.00,2023-08-02 12:41:31,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.126773
353,KH2023080200186,制茶青年保定燕赵店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,曲阳县,燕赵镇人民商厦对过制茶青年,15931286222,王海涛,廊坊仓,0.00,2023-08-02 12:41:31,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.127002
354,KH2023080200184,制茶青年保定辛兴店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,蠡县,辛兴镇辛兴村委会东邻制茶青年,15188660554,黄曼曼,廊坊仓,0.00,2023-08-02 12:41:30,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.127241
355,KH2023080200181,制茶青年保定松林店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,涿州市,松林店镇凌云区制茶青年,15227522261,回海鹏,廊坊仓,0.00,2023-08-02 12:41:30,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.127475
356,KH2023080200182,制茶青年保定息冢店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,定州市,息冢镇息冢村制茶青年,15831768097,王荣,廊坊仓,0.00,2023-08-02 12:41:30,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.127711
357,KH2023080200180,制茶青年保定庞口店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,高阳县,庞口镇,13379881479,刘天聪,廊坊仓,0.00,2023-08-02 12:41:29,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.127957
358,KH2023080200179,制茶青年保定南庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,蠡县,南庄镇 南庄中学对面制茶青年,18634185269,李鹏程,廊坊仓,0.00,2023-08-02 12:41:29,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.128203
359,KH2023080200178,制茶青年保定龙湾店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,雄县,龙湾镇龙湾驾校旁制茶青年,15536686762,李珊珊,廊坊仓,0.00,2023-08-02 12:41:29,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.128443
360,KH2023080200177,制茶青年保定留史华城超市店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,蠡县,留史镇华城超市旁 制茶青年,18634185269,李鹏程,廊坊仓,0.00,2023-08-02 12:41:28,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.128684
361,KH2023080200176,制茶青年保定刁窝店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,涿州市,刁窝商业街锦橙商贸城,15022231579,李纯,天津仓,0.00,2023-08-02 12:41:28,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.129084
362,KH2023080200175,制茶青年保定崔庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,保定市,徐水区,崔庄镇商平庄村美好超市东边制茶青年,18612166130,李浩,廊坊仓,0.00,2023-08-02 12:41:28,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.129320
363,KH2023072900337,制茶青年-大城店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,津保路南侧新天地商场制茶青年,13313168673,王佳伟,廊坊仓,0.00,2023-07-29 13:37:43,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.129568
364,KH2023072500447,制茶青年天津子牙店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,天津市,天津城区,静海区,子牙镇商品街制茶青年,13315772943,杨博涛,廊坊仓,0.00,2023-07-25 16:32:45,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.129804
365,KH2023072400689,制茶青年天津独流店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,天津市,天津城区,静海区,独流镇李家湾子村普润家园,15822925669,郭蕊,廊坊仓,0.00,2023-07-24 18:02:53,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.130036
366,KH2023072400686,制茶青年天津王口店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,天津市,天津城区,静海区,静海县王口镇大瓦头南5区21排制茶青年,15133626603,王静,天津仓,0.00,2023-07-24 18:00:01,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.130271
367,KH2023072400667,制茶青年廊坊狮子城店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,安次区,银河南路200号狮子城银河湾南区底商1-1-107 制茶青年,15133652265,杜旭亮,廊坊仓,0.00,2023-07-24 17:28:57,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.130536
368,KH2023072400666,制茶青年廊坊九州店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,广阳区,九州镇九州一村22号制茶青年,15132666286,何法彪,廊坊仓,0.00,2023-07-24 17:28:57,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.130794
369,KH2023072400665,制茶青年大城新天地店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,津保路南侧新天地商场制茶青年,13313168673,王佳伟,天津仓,0.00,2023-07-24 17:28:57,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.131066
370,KH2023072400663,制茶青年-大城滨河街店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,平舒镇滨河街制茶青年,13831658135,李瑞霞,廊坊仓,0.00,2023-07-24 17:28:56,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.131334
371,KH2023072400662,制茶青年大城信誉楼店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,信誉楼商场门口制茶青年,16630681533,尚子佳,廊坊仓,0.00,2023-07-24 17:28:56,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.131595
372,KH2023072400661,制茶青年大城北魏店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,北魏镇小学制茶青年,15100721349,杜爱敏,廊坊仓,0.00,2023-07-24 17:28:56,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.131868
373,KH2023072400660,制茶青年大城阜草店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,阜草村阜草中学西20米路北制茶青年,13373535632,张露露,廊坊仓,0.00,2023-07-24 17:28:55,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.132108
374,KH2023072400659,制茶青年大城大尚屯店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,大城县,大尚屯南北街十字路口北30米路西制茶青年,15122941317,王利,天津仓,0.00,2023-07-24 17:28:55,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.132388
375,KH2023072400658,制茶青年文安里东庄,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,苏桥镇急流口管区里东庄村老抖板面西侧制茶青年,15127633112,邵先生,天津仓,0.00,2023-07-24 17:28:55,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.132674
376,KH2023072400654,制茶青年文安大围河店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,大围河镇制茶青年,15832737604,张方宁,天津仓,0.00,2023-07-24 17:28:54,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.132983
377,KH2023072400653,制茶青年文安滩里镇店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,滩里镇制茶青年,13315736285,徐字花,天津仓,0.00,2023-07-24 17:28:54,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.133389
378,KH2023072400655,制茶青年文安兴隆宫店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,兴隆宫镇东商业街制茶青年,18333090456,张琴,廊坊仓,0.00,2023-07-24 17:28:54,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.133632
379,KH2023072400656,制茶青年文安左各庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,左各庄镇黄道口制茶青年,15690168190,刘浩,廊坊仓,0.00,2023-07-24 17:28:54,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.133918
380,KH2023072400657,制茶青年文安四中店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,四中学校门口西制茶青年,15632639113,许延平,廊坊仓,0.00,2023-07-24 17:28:54,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.134358
381,KH2023072400652,制茶青年文安新镇店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,新镇镇牌坊西20米路北制茶青年,13273636833,李文杰,廊坊仓,0.00,2023-07-24 17:28:53,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.134591
382,KH2023072400651,制茶青年文安大柳河店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,大柳河镇制茶青年,17731749029,李少飞,天津仓,0.00,2023-07-24 17:28:53,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.134859
383,KH2023072400650,制茶青年文安史各庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,史各庄镇制茶青年,15832737604,张方宁,廊坊仓,0.00,2023-07-24 17:28:53,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.135120
384,KH2023072400649,制茶青年文安苏桥店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,苏桥镇老二水果东侧制茶青年,18531709663,郝鑫,廊坊仓,0.00,2023-07-24 17:28:53,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.135403
385,KH2023072400648,制茶青年董安祖店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,赵各庄镇辛庄乡董安祖村制茶青年,19331653667,王双仙,廊坊仓,0.00,2023-07-24 17:28:53,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.135654
386,KH2023072400647,制茶青年文安黄庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,安祖辛庄村,18131646897,何一曼,天津仓,0.00,2023-07-24 17:28:52,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.135891
387,KH2023072400646,制茶青年文安澎耳湾店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,赵各庄镇澎尔湾村学校旁制茶青年,17732615440,唐萍萍,廊坊仓,0.00,2023-07-24 17:28:52,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.136283
388,KH2023072400645,制茶青年文安大留店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,大留镇,13483785552,李春雯,廊坊仓,0.00,2023-07-24 17:28:52,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.136518
389,KH2023072400644,制茶青年固安万汇店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,惠文街万汇南门正新鸡排旁制茶青年,13231661101,刘珍珍,廊坊仓,0.00,2023-07-24 17:28:52,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.136740
390,KH2023072400643,制茶青年固安柳泉店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,柳泉镇职中南门东制茶青年,19933615946,刘香月,廊坊仓,0.00,2023-07-24 17:28:51,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.137014
391,KH2023072400640,制茶青年固安宫村店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,宫村镇北极雪欢乐餐厅制茶青年,15832643553,刘永微,廊坊仓,0.00,2023-07-24 17:28:51,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.137306
392,KH2023072400641,制茶青年固安彭村店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,渠沟乡渠沟红绿灯东侧100米北制茶青年,13321118300,蔡钰,廊坊仓,0.00,2023-07-24 17:28:51,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.137543
393,KH2023072400642,制茶青年固安牛驼店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,牛驼镇牛驼五村邮局西侧5米制茶青年,13226319988,李玉涛,廊坊仓,0.00,2023-07-24 17:28:51,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.137805
394,KH2023072400639,制茶青年固安林城店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,温泉园区林城商贸大棚39号制茶青年,18733633829,崔鹏飞,廊坊仓,0.00,2023-07-24 17:28:50,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.138301
395,KH2023072400638,制茶青年固安南黄垡店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,渠沟乡南黄垡一村制茶青年,13930673532,赵海华,廊坊仓,0.00,2023-07-24 17:28:50,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.138654
396,KH2023072400637,制茶青年固安马庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,马庄镇制茶青年,15630737450,高毅,廊坊仓,0.00,2023-07-24 17:28:50,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.139036
397,KH2023072400636,制茶青年固安渠沟店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,固安县,渠沟乡渠沟红绿灯东侧100米北制茶青年,13321118300,蔡钰,廊坊仓,0.00,2023-07-24 17:28:50,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.139366
398,KH2023072400631,制茶青年霸州靳家堡店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,文安县,左各庄镇忆江南宴会厅,18231600082,张丽丽,廊坊仓,0.00,2023-07-24 17:28:49,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.139676
399,KH2023072400632,制茶青年-岔河集店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,岔河集乡岔河集村制茶青年店,17736770022,纪洪亮,廊坊仓,0.00,2023-07-24 17:28:49,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.140017
400,KH2023072400633,制茶青年霸州临津店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,康仙庄乡大各庄村,15532644000,耿刚,廊坊仓,0.00,2023-07-24 17:28:49,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.140337
401,KH2023072400634,制茶青年霸州二矿店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,胜利路油田交通客运站西北60米制茶青年,15030451097,许朋,廊坊仓,0.00,2023-07-24 17:28:49,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.140636
402,KH2023072400635,制茶青年霸州明珠店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,步行街兴华南路明珠超市北侧制茶青年,13784772053,刘巍巍,廊坊仓,0.00,2023-07-24 17:28:49,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.140947
403,KH2023072400630,制茶青年-霸州辛店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,北高各庄村,15075669535,王天娇,廊坊仓,0.00,2023-07-24 17:28:48,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.141248
404,KH2023072400629,制茶青年霸州王泊店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,王庄子乡王泊村制茶青年,18703265485,刘晓旭,天津仓,0.00,2023-07-24 17:28:48,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.141513
405,KH2023072400628,制茶青年霸州石城三村店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,康仙庄乡石城三村制茶青年,15613621666,毕珊珊,廊坊仓,0.00,2023-07-24 17:28:48,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.141751
406,KH2023072400627,制茶青年霸州东杨庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,东杨庄乡制茶青年,15227529978,刘琴,廊坊仓,0.00,2023-07-24 17:28:48,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.142054
407,KH2023072400626,制茶青年霸州天祥路店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,天祥南路599号制茶青年,18831668976,许伟灿,廊坊仓,0.00,2023-07-24 17:28:48,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.142356
408,KH2023072400625,制茶青年霸州煎茶铺店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,煎茶铺东三街制茶青年,13643375522,刘琴,天津仓,0.00,2023-07-24 17:28:47,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.142632
409,KH2023072400624,制茶青年霸州王庄子店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,王庄子乡农村信用社东100米附近制茶青年,19333640275,胡亚俏,廊坊仓,0.00,2023-07-24 17:28:47,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.143012
410,KH2023072400623,制茶青年霸州杨芬港店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,市杨芬港镇一街48号制茶青年,18333644442,刘浩,廊坊仓,0.00,2023-07-24 17:28:47,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.143434
411,KH2023072400622,制茶青年霸州王疙瘩店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,王庄子乡王疙垯村制茶青年,15533442592,牛欣桐,廊坊仓,0.00,2023-07-24 17:28:47,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.143730
412,KH2023072400619,制茶青年霸州康仙庄店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,康仙庄镇2元超市对面制茶青年,15132637828,崔红娟,廊坊仓,0.00,2023-07-24 17:28:46,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.144013
413,KH2023072400620,制茶青年南孟店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,南孟镇制茶青年,19801612545,姚喜琴,廊坊仓,0.00,2023-07-24 17:28:46,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.144316
414,KH2023072400621,制茶青年霸州三中店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,112国道益津国际C区6号,13722663061,史亚静,天津仓,0.00,2023-07-24 17:28:46,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.144613
415,KH2023072400618,制茶青年霸州大台山店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,煎茶铺镇大台山村制茶青年,13700361011,韩佳清,廊坊仓,0.00,2023-07-24 17:28:46,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.144936
416,KH2023072400617,制茶青年霸州中心商场店,启用,HZ2023061500002,河南上黎供应链管理有限公司,VIP,,河北省,廊坊市,霸州市,中心市场制茶青年,18833630715,王继刚,天津仓,0.00,2023-07-24 17:28:45,,,,,,,否,否,否,否,否,上午:09:30-11:30;下午:13:30-20:00,,2026-05-12 10:13:23.145223
